Case,case_id,bug_id,group,family,test,seed,source_run_dir,source_package,source_case
201,case_201,bug_176,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,16701,,coverage64_release_20260827_v5.tar.gz,case_757
202,case_202,bug_161,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,16005,,coverage64_release_20260827_v5.tar.gz,case_756
203,case_203,bug_161,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16014,,coverage64_release_20260827_v5.tar.gz,case_755
204,case_204,bug_161,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,16004,,coverage64_release_20260827_v5.tar.gz,case_754
205,case_205,bug_161,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16013,,coverage64_release_20260827_v5.tar.gz,case_753
206,case_206,bug_161,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,16003,,coverage64_release_20260827_v5.tar.gz,case_752
207,case_207,bug_161,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16012,,coverage64_release_20260827_v5.tar.gz,case_751
208,case_208,bug_161,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,16002,,coverage64_release_20260827_v5.tar.gz,case_750
209,case_209,bug_053,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,12407,,coverage64_release_20260827_v5.tar.gz,case_75
210,case_210,bug_161,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16011,,coverage64_release_20260827_v5.tar.gz,case_749
211,case_211,bug_161,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,16001,,coverage64_release_20260827_v5.tar.gz,case_748
212,case_212,bug_161,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16010,,coverage64_release_20260827_v5.tar.gz,case_747
213,case_213,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15410,,coverage64_release_20260827_v5.tar.gz,case_746
214,case_214,bug_161,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16009,,coverage64_release_20260827_v5.tar.gz,case_745
215,case_215,bug_161,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16008,,coverage64_release_20260827_v5.tar.gz,case_744
216,case_216,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15409,,coverage64_release_20260827_v5.tar.gz,case_743
217,case_217,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15420,,coverage64_release_20260827_v5.tar.gz,case_742
218,case_218,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15408,,coverage64_release_20260827_v5.tar.gz,case_741
219,case_219,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15419,,coverage64_release_20260827_v5.tar.gz,case_740
220,case_220,bug_053,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,12406,,coverage64_release_20260827_v5.tar.gz,case_74
221,case_221,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15407,,coverage64_release_20260827_v5.tar.gz,case_739
222,case_222,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15418,,coverage64_release_20260827_v5.tar.gz,case_738
223,case_223,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15406,,coverage64_release_20260827_v5.tar.gz,case_737
224,case_224,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15417,,coverage64_release_20260827_v5.tar.gz,case_736
225,case_225,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15416,,coverage64_release_20260827_v5.tar.gz,case_735
226,case_226,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15405,,coverage64_release_20260827_v5.tar.gz,case_734
227,case_227,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15415,,coverage64_release_20260827_v5.tar.gz,case_733
228,case_228,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15404,,coverage64_release_20260827_v5.tar.gz,case_732
229,case_229,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15403,,coverage64_release_20260827_v5.tar.gz,case_731
230,case_230,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15414,,coverage64_release_20260827_v5.tar.gz,case_730
231,case_231,bug_053,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12405,,coverage64_release_20260827_v5.tar.gz,case_73
232,case_232,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15402,,coverage64_release_20260827_v5.tar.gz,case_729
233,case_233,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15413,,coverage64_release_20260827_v5.tar.gz,case_728
234,case_234,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15412,,coverage64_release_20260827_v5.tar.gz,case_727
235,case_235,bug_147,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15401,,coverage64_release_20260827_v5.tar.gz,case_726
236,case_236,bug_147,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,15411,,coverage64_release_20260827_v5.tar.gz,case_725
237,case_237,bug_072,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12811,,coverage64_release_20260827_v5.tar.gz,case_724
238,case_238,bug_146,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15320,,coverage64_release_20260827_v5.tar.gz,case_723
239,case_239,bug_146,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15319,,coverage64_release_20260827_v5.tar.gz,case_722
240,case_240,bug_136,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14712,,coverage64_release_20260827_v5.tar.gz,case_721
241,case_241,bug_146,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15318,,coverage64_release_20260827_v5.tar.gz,case_720
242,case_242,bug_053,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12404,,coverage64_release_20260827_v5.tar.gz,case_72
243,case_243,bug_136,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14711,,coverage64_release_20260827_v5.tar.gz,case_719
244,case_244,bug_146,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15317,,coverage64_release_20260827_v5.tar.gz,case_718
245,case_245,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14110,,coverage64_release_20260827_v5.tar.gz,case_717
246,case_246,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14210,,coverage64_release_20260827_v5.tar.gz,case_716
247,case_247,bug_146,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15316,,coverage64_release_20260827_v5.tar.gz,case_715
248,case_248,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14209,,coverage64_release_20260827_v5.tar.gz,case_714
249,case_249,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14109,,coverage64_release_20260827_v5.tar.gz,case_713
250,case_250,bug_146,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15315,,coverage64_release_20260827_v5.tar.gz,case_712
251,case_251,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14108,,coverage64_release_20260827_v5.tar.gz,case_711
252,case_252,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14208,,coverage64_release_20260827_v5.tar.gz,case_710
253,case_253,bug_053,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12403,,coverage64_release_20260827_v5.tar.gz,case_71
254,case_254,bug_128,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14119,,coverage64_release_20260827_v5.tar.gz,case_709
255,case_255,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14710,,coverage64_release_20260827_v5.tar.gz,case_708
256,case_256,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14107,,coverage64_release_20260827_v5.tar.gz,case_707
257,case_257,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14207,,coverage64_release_20260827_v5.tar.gz,case_706
258,case_258,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14709,,coverage64_release_20260827_v5.tar.gz,case_705
259,case_259,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14106,,coverage64_release_20260827_v5.tar.gz,case_704
260,case_260,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14206,,coverage64_release_20260827_v5.tar.gz,case_703
261,case_261,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14708,,coverage64_release_20260827_v5.tar.gz,case_702
262,case_262,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14105,,coverage64_release_20260827_v5.tar.gz,case_701
263,case_263,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14205,,coverage64_release_20260827_v5.tar.gz,case_700
264,case_264,bug_053,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12402,,coverage64_release_20260827_v5.tar.gz,case_70
265,case_265,bug_041,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12007,,coverage64_release_20260827_v5.tar.gz,case_7
266,case_266,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14707,,coverage64_release_20260827_v5.tar.gz,case_699
267,case_267,bug_128,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14117,,coverage64_release_20260827_v5.tar.gz,case_698
268,case_268,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14104,,coverage64_release_20260827_v5.tar.gz,case_697
269,case_269,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14204,,coverage64_release_20260827_v5.tar.gz,case_696
270,case_270,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14706,,coverage64_release_20260827_v5.tar.gz,case_695
271,case_271,bug_128,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14116,,coverage64_release_20260827_v5.tar.gz,case_694
272,case_272,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14103,,coverage64_release_20260827_v5.tar.gz,case_693
273,case_273,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14203,,coverage64_release_20260827_v5.tar.gz,case_692
274,case_274,bug_128,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14115,,coverage64_release_20260827_v5.tar.gz,case_691
275,case_275,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14202,,coverage64_release_20260827_v5.tar.gz,case_690
276,case_276,bug_053,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12401,,coverage64_release_20260827_v5.tar.gz,case_69
277,case_277,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14102,,coverage64_release_20260827_v5.tar.gz,case_689
278,case_278,bug_129,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14201,,coverage64_release_20260827_v5.tar.gz,case_688
279,case_279,bug_128,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14114,,coverage64_release_20260827_v5.tar.gz,case_687
280,case_280,bug_128,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,14101,,coverage64_release_20260827_v5.tar.gz,case_686
281,case_281,bug_081,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13705,,coverage64_release_20260827_v5.tar.gz,case_685
282,case_282,bug_080,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13615,,coverage64_release_20260827_v5.tar.gz,case_684
283,case_283,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14704,,coverage64_release_20260827_v5.tar.gz,case_683
284,case_284,bug_128,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14113,,coverage64_release_20260827_v5.tar.gz,case_682
285,case_285,bug_081,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13704,,coverage64_release_20260827_v5.tar.gz,case_681
286,case_286,bug_080,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13614,,coverage64_release_20260827_v5.tar.gz,case_680
287,case_287,bug_049,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12320,,coverage64_release_20260827_v5.tar.gz,case_68
288,case_288,bug_128,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14112,,coverage64_release_20260827_v5.tar.gz,case_679
289,case_289,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14703,,coverage64_release_20260827_v5.tar.gz,case_678
290,case_290,bug_080,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13613,,coverage64_release_20260827_v5.tar.gz,case_677
291,case_291,bug_081,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13703,,coverage64_release_20260827_v5.tar.gz,case_676
292,case_292,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14702,,coverage64_release_20260827_v5.tar.gz,case_675
293,case_293,bug_128,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14111,,coverage64_release_20260827_v5.tar.gz,case_674
294,case_294,bug_080,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13612,,coverage64_release_20260827_v5.tar.gz,case_673
295,case_295,bug_081,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13702,,coverage64_release_20260827_v5.tar.gz,case_672
296,case_296,bug_136,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14701,,coverage64_release_20260827_v5.tar.gz,case_671
297,case_297,bug_080,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13620,,coverage64_release_20260827_v5.tar.gz,case_670
298,case_298,bug_049,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12318,,coverage64_release_20260827_v5.tar.gz,case_67
299,case_299,bug_080,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13611,,coverage64_release_20260827_v5.tar.gz,case_669
300,case_300,bug_081,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13701,,coverage64_release_20260827_v5.tar.gz,case_668
301,case_301,bug_080,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13619,,coverage64_release_20260827_v5.tar.gz,case_667
302,case_302,bug_076,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13215,,coverage64_release_20260827_v5.tar.gz,case_666
303,case_303,bug_077,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13305,,coverage64_release_20260827_v5.tar.gz,case_665
304,case_304,bug_076,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13214,,coverage64_release_20260827_v5.tar.gz,case_664
305,case_305,bug_077,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13304,,coverage64_release_20260827_v5.tar.gz,case_663
306,case_306,bug_080,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13617,,coverage64_release_20260827_v5.tar.gz,case_662
307,case_307,bug_076,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13213,,coverage64_release_20260827_v5.tar.gz,case_661
308,case_308,bug_077,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13303,,coverage64_release_20260827_v5.tar.gz,case_660
309,case_309,bug_049,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12317,,coverage64_release_20260827_v5.tar.gz,case_66
310,case_310,bug_080,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13616,,coverage64_release_20260827_v5.tar.gz,case_659
311,case_311,bug_076,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13212,,coverage64_release_20260827_v5.tar.gz,case_658
312,case_312,bug_077,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13302,,coverage64_release_20260827_v5.tar.gz,case_657
313,case_313,bug_076,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13220,,coverage64_release_20260827_v5.tar.gz,case_656
314,case_314,bug_076,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13211,,coverage64_release_20260827_v5.tar.gz,case_655
315,case_315,bug_077,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13301,,coverage64_release_20260827_v5.tar.gz,case_654
316,case_316,bug_076,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13219,,coverage64_release_20260827_v5.tar.gz,case_653
317,case_317,bug_073,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12905,,coverage64_release_20260827_v5.tar.gz,case_652
318,case_318,bug_080,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,13610,,coverage64_release_20260827_v5.tar.gz,case_651
319,case_319,bug_076,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13218,,coverage64_release_20260827_v5.tar.gz,case_650
320,case_320,bug_049,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12316,,coverage64_release_20260827_v5.tar.gz,case_65
321,case_321,bug_073,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12904,,coverage64_release_20260827_v5.tar.gz,case_649
322,case_322,bug_080,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,13609,,coverage64_release_20260827_v5.tar.gz,case_648
323,case_323,bug_076,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13217,,coverage64_release_20260827_v5.tar.gz,case_647
324,case_324,bug_073,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12903,,coverage64_release_20260827_v5.tar.gz,case_646
325,case_325,bug_080,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,13608,,coverage64_release_20260827_v5.tar.gz,case_645
